Day of created_at_local,Id (Hist Views),id (hist_projects),project_id,username,action_view,created_at_local,Name (Hist Views),Name (Hist Workbooks),Site,Action,Created At,Day of the week,Number of Records,tz_offset_days
2022년 3월 13일,3619,4,4,6448,Access View,2022-03-13 오후 7:15:25,재해 추이,안전 현황,Default,Access View ,2022-03-13 오전 10:15:25,Sunday,1,0.375
2022년 3월 13일,3618,4,4,6448,Access View,2022-03-13 오후 7:55:24,재해 현황,안전 현황,Default,Access View ,2022-03-13 오전 10:55:24,Sunday,1,0.375
2022년 3월 13일,3619,4,4,6448,Access View,2022-03-13 오후 7:55:46,재해 추이,안전 현황,Default,Access View ,2022-03-13 오전 10:55:46,Sunday,1,0.375
2022년 3월 13일,3620,4,4,6448,Access View,2022-03-13 오후 7:55:59,재해 유형,안전 현황,Default,Access View ,2022-03-13 오전 10:55:59,Sunday,1,0.375
2022년 3월 13일,3621,4,4,6448,Access View,2022-03-13 오후 7:56:57,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-13 오전 10:56:57,Sunday,1,0.375
2022년 3월 14일,3618,4,4,6443,Access View,2022-03-14 오전 7:43:27,재해 현황,안전 현황,Default,Access View ,2022-03-13 오후 10:43:27,Monday,1,0.375
2022년 3월 14일,3619,4,4,6443,Access View,2022-03-14 오전 7:43:46,재해 추이,안전 현황,Default,Access View ,2022-03-13 오후 10:43:46,Monday,1,0.375
2022년 3월 14일,3618,4,4,6443,Access View,2022-03-14 오전 7:44:41,재해 현황,안전 현황,Default,Access View ,2022-03-13 오후 10:44:41,Monday,1,0.375
2022년 3월 14일,3618,4,4,5947,Access View,2022-03-14 오후 1:11:30,재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:11:30,Monday,1,0.375
2022년 3월 14일,3619,4,4,5947,Access View,2022-03-14 오후 1:11:44,재해 추이,안전 현황,Default,Access View ,2022-03-14 오전 4:11:44,Monday,1,0.375
2022년 3월 14일,3618,4,4,5947,Access View,2022-03-14 오후 1:11:50,재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:11:50,Monday,1,0.375
2022년 3월 14일,3620,4,4,5947,Access View,2022-03-14 오후 1:11:54,재해 유형,안전 현황,Default,Access View ,2022-03-14 오전 4:11:54,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:12:00,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:12:00,Monday,1,0.375
2022년 3월 14일,3620,4,4,5947,Access View,2022-03-14 오후 1:22:41,재해 유형,안전 현황,Default,Access View ,2022-03-14 오전 4:22:41,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:22:45,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:22:45,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:26:58,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:26:58,Monday,1,0.375
2022년 3월 14일,3620,4,4,5947,Access View,2022-03-14 오후 1:30:23,재해 유형,안전 현황,Default,Access View ,2022-03-14 오전 4:30:23,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:30:26,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:30:26,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:33:18,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:33:18,Monday,1,0.375
2022년 3월 14일,3621,4,4,6363,Access View,2022-03-14 오후 1:35:26,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:35:26,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:36:10,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:36:10,Monday,1,0.375
2022년 3월 14일,3620,4,4,5947,Access View,2022-03-14 오후 1:39:07,재해 유형,안전 현황,Default,Access View ,2022-03-14 오전 4:39:07,Monday,1,0.375
2022년 3월 14일,3619,4,4,5947,Access View,2022-03-14 오후 1:39:13,재해 추이,안전 현황,Default,Access View ,2022-03-14 오전 4:39:13,Monday,1,0.375
2022년 3월 14일,3618,4,4,5947,Access View,2022-03-14 오후 1:39:21,재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:39:21,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:39:25,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:39:25,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:43:37,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:43:37,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:45:10,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:45:10,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:46:56,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:46:56,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:54:41,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:54:41,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:55:23,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:55:23,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 1:57:14,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 4:57:14,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 2:01:50,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 5:01:50,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 2:05:30,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 5:05:30,Monday,1,0.375
2022년 3월 14일,3621,4,4,5947,Access View,2022-03-14 오후 2:10:00,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 5:10:00,Monday,1,0.375
2022년 3월 14일,3618,4,4,5947,Access View,2022-03-14 오후 2:17:02,재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 5:17:02,Monday,1,0.375
2022년 3월 14일,3620,4,4,6363,Access View,2022-03-14 오후 2:17:44,재해 유형,안전 현황,Default,Access View ,2022-03-14 오전 5:17:44,Monday,1,0.375
2022년 3월 14일,3619,4,4,6363,Access View,2022-03-14 오후 2:17:49,재해 추이,안전 현황,Default,Access View ,2022-03-14 오전 5:17:49,Monday,1,0.375
2022년 3월 14일,3618,4,4,6363,Access View,2022-03-14 오후 2:17:52,재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 5:17:52,Monday,1,0.375
2022년 3월 14일,3621,4,4,6363,Access View,2022-03-14 오후 2:22:56,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 5:22:56,Monday,1,0.375
2022년 3월 14일,3667,4,4,6363,Access View,2022-03-14 오후 2:42:30,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 5:42:30,Monday,1,0.375
2022년 3월 14일,3667,4,4,5947,Access View,2022-03-14 오후 2:55:46,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 5:55:46,Monday,1,0.375
2022년 3월 14일,3667,4,4,5947,Access View,2022-03-14 오후 3:00:03,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:00:03,Monday,1,0.375
2022년 3월 14일,3667,4,4,5947,Access View,2022-03-14 오후 3:00:53,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:00:53,Monday,1,0.375
2022년 3월 14일,3667,4,4,5947,Access View,2022-03-14 오후 3:05:27,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:05:27,Monday,1,0.375
2022년 3월 14일,3667,4,4,5947,Access View,2022-03-14 오후 3:10:42,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:10:42,Monday,1,0.375
2022년 3월 14일,3667,4,4,5947,Access View,2022-03-14 오후 3:16:36,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:16:36,Monday,1,0.375
2022년 3월 14일,3676,4,4,5947,Access View,2022-03-14 오후 3:19:11,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:19:11,Monday,1,0.375
2022년 3월 14일,3676,4,4,6363,Access View,2022-03-14 오후 3:20:18,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:20:18,Monday,1,0.375
2022년 3월 14일,3676,4,4,5947,Access View,2022-03-14 오후 3:24:41,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:24:41,Monday,1,0.375
2022년 3월 14일,3680,4,4,5947,Access View,2022-03-14 오후 3:27:32,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:27:32,Monday,1,0.375
2022년 3월 14일,3684,4,4,5947,Access View,2022-03-14 오후 3:28:50,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:28:50,Monday,1,0.375
2022년 3월 14일,3684,4,4,6363,Access View,2022-03-14 오후 3:29:29,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:29:29,Monday,1,0.375
2022년 3월 14일,3684,4,4,5947,Access View,2022-03-14 오후 3:32:29,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:32:29,Monday,1,0.375
2022년 3월 14일,3684,4,4,5947,Access View,2022-03-14 오후 3:36:17,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:36:17,Monday,1,0.375
2022년 3월 14일,3684,4,4,6363,Access View,2022-03-14 오후 3:37:56,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:37:56,Monday,1,0.375
2022년 3월 14일,3688,4,4,6363,Access View,2022-03-14 오후 3:51:46,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:51:46,Monday,1,0.375
2022년 3월 14일,3688,4,4,5947,Access View,2022-03-14 오후 3:52:18,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:52:18,Monday,1,0.375
2022년 3월 14일,3692,4,4,5947,Access View,2022-03-14 오후 3:56:09,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:56:09,Monday,1,0.375
2022년 3월 14일,3692,4,4,5947,Access View,2022-03-14 오후 3:58:08,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:58:08,Monday,1,0.375
2022년 3월 14일,3691,4,4,5947,Access View,2022-03-14 오후 3:58:11,재해 유형,안전 현황,Default,Access View ,2022-03-14 오전 6:58:11,Monday,1,0.375
2022년 3월 14일,3690,4,4,5947,Access View,2022-03-14 오후 3:58:18,재해 추이,안전 현황,Default,Access View ,2022-03-14 오전 6:58:18,Monday,1,0.375
2022년 3월 14일,3689,4,4,5947,Access View,2022-03-14 오후 3:58:23,재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:58:23,Monday,1,0.375
2022년 3월 14일,3692,4,4,5947,Access View,2022-03-14 오후 3:58:32,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 6:58:32,Monday,1,0.375
2022년 3월 14일,3692,4,4,5947,Access View,2022-03-14 오후 4:00:54,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:00:54,Monday,1,0.375
2022년 3월 14일,3692,4,4,5947,Access View,2022-03-14 오후 4:01:03,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:01:03,Monday,1,0.375
2022년 3월 14일,3696,4,4,5947,Access View,2022-03-14 오후 4:15:08,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:15:08,Monday,1,0.375
2022년 3월 14일,3696,4,4,6363,Access View,2022-03-14 오후 4:15:11,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:15:11,Monday,1,0.375
2022년 3월 14일,3696,4,4,5947,Access View,2022-03-14 오후 4:16:11,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:16:11,Monday,1,0.375
2022년 3월 14일,3696,4,4,5947,Access View,2022-03-14 오후 4:16:34,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:16:34,Monday,1,0.375
2022년 3월 14일,3696,4,4,5947,Access View,2022-03-14 오후 4:19:40,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:19:40,Monday,1,0.375
2022년 3월 14일,3700,4,4,5947,Access View,2022-03-14 오후 4:19:46,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:19:46,Monday,1,0.375
2022년 3월 14일,3700,4,4,5947,Access View,2022-03-14 오후 4:19:57,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:19:57,Monday,1,0.375
2022년 3월 14일,3700,4,4,5947,Access View,2022-03-14 오후 4:21:34,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:21:34,Monday,1,0.375
2022년 3월 14일,3697,4,4,5947,Access View,2022-03-14 오후 4:24:18,재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:24:18,Monday,1,0.375
2022년 3월 14일,3698,4,4,5947,Access View,2022-03-14 오후 4:24:25,재해 추이,안전 현황,Default,Access View ,2022-03-14 오전 7:24:25,Monday,1,0.375
2022년 3월 14일,3697,4,4,5947,Access View,2022-03-14 오후 4:24:29,재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:24:29,Monday,1,0.375
2022년 3월 14일,3698,4,4,5947,Access View,2022-03-14 오후 4:24:52,재해 추이,안전 현황,Default,Access View ,2022-03-14 오전 7:24:52,Monday,1,0.375
2022년 3월 14일,3699,4,4,5947,Access View,2022-03-14 오후 4:25:03,재해 유형,안전 현황,Default,Access View ,2022-03-14 오전 7:25:03,Monday,1,0.375
2022년 3월 14일,3700,4,4,5947,Access View,2022-03-14 오후 4:25:10,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:25:10,Monday,1,0.375
2022년 3월 14일,3699,4,4,5947,Access View,2022-03-14 오후 4:25:17,재해 유형,안전 현황,Default,Access View ,2022-03-14 오전 7:25:17,Monday,1,0.375
2022년 3월 14일,3700,4,4,5947,Access View,2022-03-14 오후 4:25:28,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:25:28,Monday,1,0.375
2022년 3월 14일,3704,4,4,5947,Access View,2022-03-14 오후 4:28:15,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:28:15,Monday,1,0.375
2022년 3월 14일,3704,4,4,5947,Access View,2022-03-14 오후 4:29:41,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:29:41,Monday,1,0.375
2022년 3월 14일,3704,4,4,5947,Access View,2022-03-14 오후 4:29:48,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:29:48,Monday,1,0.375
2022년 3월 14일,3703,4,4,5947,Access View,2022-03-14 오후 4:30:36,재해 유형,안전 현황,Default,Access View ,2022-03-14 오전 7:30:36,Monday,1,0.375
2022년 3월 14일,3702,4,4,5947,Access View,2022-03-14 오후 4:30:53,재해 추이,안전 현황,Default,Access View ,2022-03-14 오전 7:30:53,Monday,1,0.375
2022년 3월 14일,3701,4,4,5947,Access View,2022-03-14 오후 4:31:23,재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:31:23,Monday,1,0.375
2022년 3월 14일,3704,4,4,5947,Access View,2022-03-14 오후 4:31:39,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:31:39,Monday,1,0.375
2022년 3월 14일,3704,4,4,5947,Access View,2022-03-14 오후 4:35:17,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:35:17,Monday,1,0.375
2022년 3월 14일,3704,4,4,5947,Access View,2022-03-14 오후 4:35:22,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:35:22,Monday,1,0.375
2022년 3월 14일,3708,4,4,5947,Access View,2022-03-14 오후 4:35:28,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:35:28,Monday,1,0.375
2022년 3월 14일,3708,4,4,5947,Access View,2022-03-14 오후 4:36:36,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 7:36:36,Monday,1,0.375
2022년 3월 14일,3708,4,4,6363,Access View,2022-03-14 오후 5:08:26,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-14 오전 8:08:26,Monday,1,0.375
2022년 3월 15일,3705,4,4,5947,Access View,2022-03-15 오후 4:31:57,재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 7:31:57,Tuesday,1,0.375
2022년 3월 15일,3706,4,4,5947,Access View,2022-03-15 오후 4:32:12,재해 추이,안전 현황,Default,Access View ,2022-03-15 오전 7:32:12,Tuesday,1,0.375
2022년 3월 15일,3707,4,4,5947,Access View,2022-03-15 오후 4:32:18,재해 유형,안전 현황,Default,Access View ,2022-03-15 오전 7:32:18,Tuesday,1,0.375
2022년 3월 15일,3708,4,4,5947,Access View,2022-03-15 오후 4:32:24,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 7:32:24,Tuesday,1,0.375
2022년 3월 15일,3706,4,4,5947,Access View,2022-03-15 오후 4:35:04,재해 추이,안전 현황,Default,Access View ,2022-03-15 오전 7:35:04,Tuesday,1,0.375
2022년 3월 15일,3706,4,4,5947,Access View,2022-03-15 오후 5:06:57,재해 추이,안전 현황,Default,Access View ,2022-03-15 오전 8:06:57,Tuesday,1,0.375
2022년 3월 15일,3708,4,4,5947,Access View,2022-03-15 오후 5:08:59,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 8:08:59,Tuesday,1,0.375
2022년 3월 15일,3708,4,4,5947,Access View,2022-03-15 오후 5:10:54,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 8:10:54,Tuesday,1,0.375
2022년 3월 15일,3708,4,4,5947,Access View,2022-03-15 오후 5:12:50,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 8:12:50,Tuesday,1,0.375
2022년 3월 15일,3727,4,4,6363,Access View,2022-03-15 오후 5:43:09,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오전 8:43:09,Tuesday,1,0.375
2022년 3월 16일,3727,4,4,5947,Access View,2022-03-16 오전 8:43:50,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-15 오후 11:43:50,Wednesday,1,0.375
2022년 3월 16일,3726,4,4,5947,Access View,2022-03-16 오전 8:48:32,재해 유형,안전 현황,Default,Access View ,2022-03-15 오후 11:48:32,Wednesday,1,0.375
2022년 3월 16일,3725,4,4,5947,Access View,2022-03-16 오전 8:48:49,재해 추이,안전 현황,Default,Access View ,2022-03-15 오후 11:48:49,Wednesday,1,0.375
2022년 3월 16일,3724,4,4,5947,Access View,2022-03-16 오전 8:50:36,재해 현황,안전 현황,Default,Access View ,2022-03-15 오후 11:50:36,Wednesday,1,0.375
2022년 3월 17일,3727,4,4,5947,Access View,2022-03-17 오전 8:38:56,현장/협력사별 재해 현황,안전 현황,Default,Access View ,2022-03-16 오후 11:38:56,Thursday,1,0.375
2022년 3월 18일,3728,4,4,6363,Access View,2022-03-18 오전 10:23:09,재해 현황,안전 현황,Default,Access View ,2022-03-18 오전 1:23:09,Friday,1,0.375
